,Host 5,Host 6,Host 7,Host 8,Host 9,Host 10,Host 11,Host 12
39,15.5,7.95,7.86,7.93333333333333,12.9666666666667,8.78666666666667,8.69333333333333,8.80666666666667
40,15.9666666666667,7.91666666666667,8.01666666666667,7.92666666666667,13.2666666666667,8.79333333333333,8.92333333333333,8.79666666666667
41,15.9333333333333,7.93,7.98,7.93666666666667,13.2666666666667,8.80666666666667,8.88,8.80666666666667
42,15.8333333333333,7.94,7.98333333333333,7.94666666666667,13.2,8.82333333333333,8.85333333333333,8.82666666666667
43,15.9,7.94,7.97333333333333,7.93666666666667,13.2666666666667,8.82333333333333,8.85666666666667,8.81666666666667
44,15.7666666666667,7.94,7.96666666666667,7.93666666666667,13.1333333333333,8.83,8.82666666666667,8.81333333333333
45,15.7,7.94,7.84333333333333,7.93333333333333,13.0666666666667,8.82666666666667,8.62,8.81666666666667
46,16,7.92333333333333,7.97333333333333,7.93,13.3,8.80333333333333,8.88333333333333,8.8
47,15.7666666666667,7.93,7.95666666666667,7.93,13.2,8.81333333333333,8.84666666666667,8.81333333333333
48,15.8333333333333,7.93333333333333,7.85,7.93666666666667,13.2,8.81666666666666,8.64,8.81
49,15.9333333333333,7.92333333333333,7.96333333333333,7.93,13.3,8.79666666666667,8.89666666666667,8.8
50,15.9,7.93333333333333,7.95333333333333,7.94333333333333,13.2333333333333,8.81666666666667,8.87333333333334,8.82333333333333
51,15.7,7.93,7.92666666666667,7.92666666666667,13.1,8.80333333333333,8.78,8.81
52,15.9,7.94,7.92666666666667,7.94666666666667,13.2,8.82333333333333,8.84333333333333,8.82
53,15.9333333333333,7.94,7.94666666666667,7.93333333333333,13.2333333333333,8.80666666666667,8.82,8.80333333333333
54,15.8,7.93333333333333,7.93666666666667,7.93333333333333,13.2,8.82,8.85,8.81
55,16,7.94,7.95666666666667,7.93666666666667,13.3,8.83333333333333,8.85333333333333,8.82666666666667
56,15.9,7.92333333333333,7.94,7.93666666666667,13.2,8.83333333333333,8.84,8.81666666666667
57,16,7.94333333333333,7.95333333333333,7.94666666666667,13.3,8.83666666666667,8.85,8.83
58,15.9666666666667,7.95333333333333,7.95333333333333,7.94666666666667,13.2666666666667,8.83666666666667,8.84,8.84
59,15.8,7.95333333333333,7.94666666666667,7.95,13.2,8.83666666666667,8.83,8.83
60,15.8333333333333,7.94333333333333,7.94333333333333,7.94333333333333,13.1666666666667,8.82333333333333,8.83,8.83
